language,file,task,condition,response_file,correctness,completeness,consistency,usefulness,misunderstood_value,relationships_preserved,failure_modes,notes,deviation
javascript,benchmark/dataset/files/javascript/config.js,security_analysis,original,ai-evaluation/experiment/results/javascript/security_analysis/original.txt,5,5,5,5,N/A,N/A,none,"3 findings High/High/Medium: apiToken, webhookSecret, buildSecret() concatenation-as-evasion; general observation flags admin username",none
javascript,benchmark/dataset/files/javascript/config.js,security_analysis,sanitized,ai-evaluation/experiment/results/javascript/security_analysis/sanitized.txt,5,5,5,5,5,N/A,missed_sanitization_independent_issue,"4 findings incl. new mixed-secrets-with-config structural note; misses original's hardcoded-admin-username observation (sanitization-independent, minor, offset by new finding)",none
javascript,benchmark/dataset/files/javascript/config.js,generate_unit_tests,original,ai-evaluation/experiment/results/javascript/generate_unit_tests/original.txt,5,5,5,5,N/A,N/A,none,"Correctly identifies buildSecret() as only testable logic; delivers 3 runnable Jest tests incl. justified determinism check",none
javascript,benchmark/dataset/files/javascript/config.js,generate_unit_tests,sanitized,ai-evaluation/experiment/results/javascript/generate_unit_tests/sanitized.txt,5,2,5,2,5,N/A,none,"Reasoning nearly parallel to original but concludes to write ZERO tests despite buildSecret() being an identical, real, testable function in both conditions; Completeness/Usefulness lowered to 2 - task not fulfilled",none
javascript,benchmark/dataset/files/javascript/config.js,suggest_refactoring,original,ai-evaluation/experiment/results/javascript/suggest_refactoring/original.txt,5,5,5,5,N/A,N/A,none,"Proposes env-var load + fail-fast for buildSecret(); accurate before/after, focused on buildSecret() only",none
javascript,benchmark/dataset/files/javascript/config.js,suggest_refactoring,sanitized,ai-evaluation/experiment/results/javascript/suggest_refactoring/sanitized.txt,5,5,5,5,5,N/A,none,"Broader refactor grouping all 3 secrets into env-sourced config object; Before block quotes placeholders accurately (not reused functionally), After sources from process.env",none
typescript,benchmark/dataset/files/typescript/auth.ts,explain_code,original,ai-evaluation/experiment/results/typescript/explain_code/original.txt,5,5,5,5,N/A,N/A,none,"3 parts accurate; benign constants vs 3 credential-shaped fake values; questions re secretKey type annotation, no export",none
typescript,benchmark/dataset/files/typescript/auth.ts,explain_code,sanitized,ai-evaluation/experiment/results/typescript/explain_code/sanitized.txt,5,5,5,5,5,N/A,none,"Placeholders correctly described; asks sharp question about authToken/bearerHeader sharing ACCESS_TOKEN category - correctly hedged, not a false merge",none
typescript,benchmark/dataset/files/typescript/auth.ts,identify_bug,original,ai-evaluation/experiment/results/typescript/identify_bug/original.txt,5,5,5,5,N/A,N/A,none,"No control-flow bug; sharp observation bearerHeader holds only token value but named as full header, grounded in actual 'Bearer ...' literal content",none
typescript,benchmark/dataset/files/typescript/auth.ts,identify_bug,sanitized,ai-evaluation/experiment/results/typescript/identify_bug/sanitized.txt,5,5,5,5,5,N/A,missed_sanitization_independent_issue,"No bug; recommends readonly/branded types (new); misses bearerHeader naming-mismatch insight - confirmed genuinely sanitization-independent since security_analysis/sanitized found it from name alone",none
typescript,benchmark/dataset/files/typescript/auth.ts,security_analysis,original,ai-evaluation/experiment/results/typescript/security_analysis/original.txt,5,5,5,5,N/A,N/A,environmental_deviation,"One consolidated High finding covering all 3 credential values; contains flagged 'website' deviation phrase, excluded from credit; underlying security reasoning valid independent of the word","Low/uncertain confidence: word 'website' matches session's actual working-directory path component; excluded from credit"
typescript,benchmark/dataset/files/typescript/auth.ts,security_analysis,sanitized,ai-evaluation/experiment/results/typescript/security_analysis/sanitized.txt,5,5,5,5,5,N/A,none,"Finding1 High covers 3 placeholders; Finding2 Low independently identifies bearerHeader naming mismatch from variable name alone; exemplary placeholder handling (pattern-level risk, not redacted value)",none
typescript,benchmark/dataset/files/typescript/auth.ts,generate_unit_tests,original,ai-evaluation/experiment/results/typescript/generate_unit_tests/original.txt,5,5,5,5,N/A,N/A,none,"Correctly determines zero testable logic (no functions/exports at all); fully correct complete response",none
typescript,benchmark/dataset/files/typescript/auth.ts,generate_unit_tests,sanitized,ai-evaluation/experiment/results/typescript/generate_unit_tests/sanitized.txt,5,5,5,5,5,N/A,none,"Same correct conclusion, no divergence from original since file has no function in either condition",none
typescript,benchmark/dataset/files/typescript/auth.ts,suggest_refactoring,original,ai-evaluation/experiment/results/typescript/suggest_refactoring/original.txt,5,5,5,5,N/A,N/A,none,"requireEnv() helper sourcing all 3 hardcoded values; concrete accurate before/after",none
typescript,benchmark/dataset/files/typescript/auth.ts,suggest_refactoring,sanitized,ai-evaluation/experiment/results/typescript/suggest_refactoring/sanitized.txt,5,5,5,4,5,N/A,missed_sanitization_independent_issue,"Groups values into AuthConfig, correctly renames bearerHeader->bearerToken; but After code still hardcodes placeholder literals in object instead of sourcing from env - Usefulness lowered to 4; misses env-externalization fix original delivered",none
go,benchmark/dataset/files/go/config.go,explain_code,original,ai-evaluation/experiment/results/go/explain_code/original.txt,5,5,5,5,N/A,N/A,environmental_deviation,"3 parts accurate on package/vars/output; contains flagged high-confidence project-name deviation, excluded from credit","High-confidence exact project-directory-name match (New-credential-scrubber); excluded from credit"
go,benchmark/dataset/files/go/config.go,explain_code,sanitized,ai-evaluation/experiment/results/go/explain_code/sanitized.txt,5,5,5,5,5,N/A,none,"Correctly reasons placeholders as template stand-ins meant for benchmark harness substitution",none
go,benchmark/dataset/files/go/config.go,identify_bug,original,ai-evaluation/experiment/results/go/identify_bug/original.txt,5,5,5,5,N/A,N/A,none,"No functional bug; hardcoded secret-shaped literals flagged as poor pattern; notes example minimal/trivial",none
go,benchmark/dataset/files/go/config.go,identify_bug,sanitized,ai-evaluation/experiment/results/go/identify_bug/sanitized.txt,5,5,5,5,5,N/A,none,"No bug; hardcoding caveated as non-issue given placeholder context; new observation: timeout has no unit indicated",none
go,benchmark/dataset/files/go/config.go,security_analysis,original,ai-evaluation/experiment/results/go/security_analysis/original.txt,5,5,5,5,N/A,N/A,none,"3 findings High/Medium/Low incl distinctive print-to-stdout exposure risk (fmt.Println of secrets) and reliance-on-comment-not-technical-control note",none
go,benchmark/dataset/files/go/config.go,security_analysis,sanitized,ai-evaluation/experiment/results/go/security_analysis/sanitized.txt,5,5,5,5,5,N/A,missed_sanitization_independent_issue,"Findings match original's substance plus new informational note; misses original's comment-reliance Low finding (sanitization-independent, offset by new note)",none
go,benchmark/dataset/files/go/config.go,generate_unit_tests,original,ai-evaluation/experiment/results/go/generate_unit_tests/original.txt,5,5,5,5,N/A,N/A,none,"Correctly determines main() has zero testable logic; redirects to scrubber's own detection logic",none
go,benchmark/dataset/files/go/config.go,generate_unit_tests,sanitized,ai-evaluation/experiment/results/go/generate_unit_tests/sanitized.txt,5,5,5,5,5,N/A,none,"Same correct conclusion with added rigor (considers stdout capture, rejects it); constructive buildConfig/redact suggestion; no divergence",none
go,benchmark/dataset/files/go/config.go,suggest_refactoring,original,ai-evaluation/experiment/results/go/suggest_refactoring/original.txt,5,5,5,5,N/A,N/A,none,"Config struct grouping + implements redacting String() method fixing plaintext-secret-logging issue",none
go,benchmark/dataset/files/go/config.go,suggest_refactoring,sanitized,ai-evaluation/experiment/results/go/suggest_refactoring/sanitized.txt,5,4,5,4,5,N/A,missed_sanitization_independent_issue,"Same struct-grouping idea but After code does NOT implement redaction (fmt.Println(cfg) on plain struct); only mentioned as a 'bonus' parenthetical; Completeness/Usefulness lowered to 4",none
csharp,benchmark/dataset/files/csharp/Config.cs,explain_code,original,ai-evaluation/experiment/results/csharp/explain_code/original.txt,5,5,5,5,N/A,N/A,none,"Accurate namespace/class/method structure; normalField/retries correctly ID'd as unused noise; Console.WriteLine flagged as exposure point",none
csharp,benchmark/dataset/files/csharp/Config.cs,explain_code,sanitized,ai-evaluation/experiment/results/csharp/explain_code/sanitized.txt,5,5,5,5,5,N/A,none,"Same structure accurate; correctly treats placeholders as non-real; sharp question re Connect() name being intentional bait",none
csharp,benchmark/dataset/files/csharp/Config.cs,identify_bug,original,ai-evaluation/experiment/results/csharp/identify_bug/original.txt,5,5,5,5,N/A,N/A,none,"No functional bug; unused-variable CS0219, hardcoded-secret pattern, no-separator-in-output readability note",none
csharp,benchmark/dataset/files/csharp/Config.cs,identify_bug,sanitized,ai-evaluation/experiment/results/csharp/identify_bug/sanitized.txt,5,5,5,5,5,N/A,missed_sanitization_independent_issue,"No bug; same CS0219 point; redundant concat noted; misses original's minor no-separator readability note (sanitization-independent, minor)",none
csharp,benchmark/dataset/files/csharp/Config.cs,security_analysis,original,ai-evaluation/experiment/results/csharp/security_analysis/original.txt,5,5,5,5,N/A,N/A,none,"3 findings High/Medium/Low: hardcoded secrets, concatenated+printed via Console.WriteLine, split-literal evasion-adjacent pattern",none
csharp,benchmark/dataset/files/csharp/Config.cs,security_analysis,sanitized,ai-evaluation/experiment/results/csharp/security_analysis/sanitized.txt,5,5,5,5,5,N/A,none,"3 findings matching/exceeding original; correctly reads empty-string concat as possible scrubbing-tool artifact (anticipated non-deviation); Summary ties findings together",none
csharp,benchmark/dataset/files/csharp/Config.cs,generate_unit_tests,original,ai-evaluation/experiment/results/csharp/generate_unit_tests/original.txt,5,5,5,5,N/A,N/A,none,"Correctly determines Connect() has no testable logic; constructive refactor path (inject TextWriter/ILogger) offered",none
csharp,benchmark/dataset/files/csharp/Config.cs,generate_unit_tests,sanitized,ai-evaluation/experiment/results/csharp/generate_unit_tests/sanitized.txt,5,5,5,5,5,N/A,none,"Same correct conclusion; placeholder concatenation string used only as illustrative counterexample, not reused functionally",none
csharp,benchmark/dataset/files/csharp/Config.cs,suggest_refactoring,original,ai-evaluation/experiment/results/csharp/suggest_refactoring/original.txt,5,5,5,5,N/A,N/A,none,"Sources sessionToken/clientSecret from IConfiguration AND removes console logging entirely; fully implements both fixes",none
csharp,benchmark/dataset/files/csharp/Config.cs,suggest_refactoring,sanitized,ai-evaluation/experiment/results/csharp/suggest_refactoring/sanitized.txt,5,3,5,3,5,N/A,missed_sanitization_independent_issue,"Sources from env vars but After code RETAINS Console.WriteLine(clientSecret+sessionToken) unchanged - console-logging vulnerability left unaddressed despite own security_analysis sibling flagging it High; Completeness/Usefulness lowered to 3",none
json,benchmark/dataset/files/config/appsettings.json,explain_code,original,ai-evaluation/experiment/results/config/explain_code/original.txt,5,5,5,5,N/A,N/A,none,"Accurate 3-part breakdown of app identity, DB creds, API key, CustomerId; relevant author questions",none
json,benchmark/dataset/files/config/appsettings.json,explain_code,sanitized,ai-evaluation/experiment/results/config/explain_code/sanitized.txt,5,5,5,5,5,N/A,none,"Same structure accurate; correctly reasons bracket placeholders support 'template' interpretation; 2 new observations (no TLS/timeout, no schema/version)",none
json,benchmark/dataset/files/config/appsettings.json,identify_bug,original,ai-evaluation/experiment/results/config/identify_bug/original.txt,5,5,5,5,N/A,N/A,none,"No functional bug; plaintext secrets in production file, no schema indication, CustomerId format unexplained",none
json,benchmark/dataset/files/config/appsettings.json,identify_bug,sanitized,ai-evaluation/experiment/results/config/identify_bug/sanitized.txt,5,5,5,5,5,N/A,missed_sanitization_independent_issue,"No bug; excellent non-literal reasoning re placeholders; new sharp Port8080+production observation; misses original's minor CustomerId-format note",none
json,benchmark/dataset/files/config/appsettings.json,security_analysis,original,ai-evaluation/experiment/results/config/security_analysis/original.txt,5,5,5,5,N/A,N/A,none,"5 findings High/High/Medium/Low/Low: DB password, API key, full-credential-set co-location, no rotation metadata, info-level logging risk",none
json,benchmark/dataset/files/config/appsettings.json,security_analysis,sanitized,ai-evaluation/experiment/results/config/security_analysis/sanitized.txt,5,5,5,5,5,N/A,missed_sanitization_independent_issue,"6 findings incl novel Host-topology, template-split suggestion, CustomerId cross-tenant risk; misses original's rotation-metadata and info-logging findings (offset by novel findings)",none
json,benchmark/dataset/files/config/appsettings.json,generate_unit_tests,original,ai-evaluation/experiment/results/config/generate_unit_tests/original.txt,5,5,5,5,N/A,N/A,none,"Correctly determines static JSON has no testable logic; 2 anti-patterns identified; redirects to consumer code w/ concrete test ideas",none
json,benchmark/dataset/files/config/appsettings.json,generate_unit_tests,sanitized,ai-evaluation/experiment/results/config/generate_unit_tests/sanitized.txt,5,5,5,5,5,N/A,none,"Same correct conclusion; 3 anti-patterns (adds deserializer-testing); concrete framework suggestions (xUnit/Jest/pytest)",none
json,benchmark/dataset/files/config/appsettings.json,suggest_refactoring,original,ai-evaluation/experiment/results/config/suggest_refactoring/original.txt,4,5,5,5,N/A,N/A,none,"Moves Password/ApiKey to secrets manager w/ template-var syntax; Correctness=4: illustrative bash example drops 'fake-' prefix from real source literals (minor reproduction slip)",none
json,benchmark/dataset/files/config/appsettings.json,suggest_refactoring,sanitized,ai-evaluation/experiment/results/config/suggest_refactoring/sanitized.txt,5,5,5,5,5,N/A,none,"Extracts Password/ApiKey/hedged-Username; removes keys entirely + documents env-var mapping separately (valid alternate style); makes no attempt to guess actual secret value, avoiding original's slip",none
json,benchmark/dataset/files/config/appsettings.json,explain_config_relationships,original,ai-evaluation/experiment/results/config/explain_config_relationships/original.txt,5,5,5,5,N/A,5,none,"Correctly groups Database Host/Username/Password; correctly does NOT force false relationship between ApiKey/CustomerId, explicitly hedges unconfirmed connection - dimension 6 genuinely applicable and scored",none
json,benchmark/dataset/files/config/appsettings.json,explain_config_relationships,sanitized,ai-evaluation/experiment/results/config/explain_config_relationships/sanitized.txt,5,5,5,5,5,5,none,"Same correct groupings w/ added reasoning + closing synthesis; same correctly-hedged ApiKey/CustomerId conclusion applied to placeholders w/o misunderstanding; no false merge/split",none
yaml,benchmark/dataset/files/config/settings.yaml,explain_code,original,ai-evaluation/experiment/results/config-yaml/explain_code/original.txt,5,5,5,5,N/A,N/A,environmental_deviation,"Accurate 3-part breakdown distinguishing realistic encryption_key from bare-word session_key:dummy; contains flagged high-confidence project-name deviation, excluded from credit","High-confidence exact project-directory-name match (New-credential-scrubber); excluded from credit"
yaml,benchmark/dataset/files/config/settings.yaml,explain_code,sanitized,ai-evaluation/experiment/results/config-yaml/explain_code/sanitized.txt,5,5,5,5,5,N/A,none,"Same structure accurate; correctly treats placeholders as stand-ins; sharp question re encryption_key/session_key distinct categories",none
yaml,benchmark/dataset/files/config/settings.yaml,identify_bug,original,ai-evaluation/experiment/results/config-yaml/identify_bug/original.txt,5,5,5,5,N/A,N/A,none,"No bug; sharp value-grounded observation that session_key:dummy looks like forgotten TODO (enabled by seeing literal value)",none
yaml,benchmark/dataset/files/config/settings.yaml,identify_bug,sanitized,ai-evaluation/experiment/results/config-yaml/identify_bug/sanitized.txt,5,5,5,5,5,N/A,none,"No bug; plaintext pattern caveated; new Port8080+production observation; cannot reproduce dummy/TODO insight - genuinely value-dependent, not ticked as missed issue",none
yaml,benchmark/dataset/files/config/settings.yaml,security_analysis,original,ai-evaluation/experiment/results/config-yaml/security_analysis/original.txt,5,5,5,5,N/A,N/A,none,"4 findings High/Medium/Low/Low; nuanced Medium severity for session_key explicitly because dummy value isn't sensitive-looking - calibrated judgment enabled by visible value",none
yaml,benchmark/dataset/files/config/settings.yaml,security_analysis,sanitized,ai-evaluation/experiment/results/config-yaml/security_analysis/sanitized.txt,5,5,5,5,5,N/A,none,"4 findings incl constructive CI-scanner-policy suggestion; session_key scored High (vs original's Medium) - reasonable given no way to know underlying value was 'dummy'; exemplary placeholder-nature caveat",none
yaml,benchmark/dataset/files/config/settings.yaml,generate_unit_tests,original,ai-evaluation/experiment/results/config-yaml/generate_unit_tests/original.txt,5,5,5,5,N/A,N/A,none,"Distinguishes logic-tests (N/A) from legitimate schema/structural tests; delivers 5 well-justified pytest tests (mapping/required-keys/types/port-range/URL-validity)",none
yaml,benchmark/dataset/files/config/settings.yaml,generate_unit_tests,sanitized,ai-evaluation/experiment/results/config-yaml/generate_unit_tests/sanitized.txt,5,2,5,2,5,N/A,none,"Correctly rejects literal-equality tests but does not deliver the equally-available schema/structural-validation tests original delivered; Completeness/Usefulness lowered to 2",none
yaml,benchmark/dataset/files/config/settings.yaml,suggest_refactoring,original,ai-evaluation/experiment/results/config-yaml/suggest_refactoring/original.txt,5,5,5,5,N/A,N/A,none,"Externalizes encryption_key/session_key to env vars; After YAML fully implements fix; leaves endpoint as literal (defensible scope choice)",none
yaml,benchmark/dataset/files/config/settings.yaml,suggest_refactoring,sanitized,ai-evaluation/experiment/results/config-yaml/suggest_refactoring/sanitized.txt,5,5,5,5,5,N/A,none,"Broader scope also externalizing endpoint, consistent w/ own security_analysis sibling; fully implemented in delivered code",none
yaml,benchmark/dataset/files/config/settings.yaml,explain_config_relationships,original,ai-evaluation/experiment/results/config-yaml/explain_config_relationships/original.txt,5,5,5,5,N/A,5,none,"Groups identity/networking and credential-material categories; uniquely notes session_key(dummy) vs encryption_key(realistic) structural analogy - evidence unavailable to sanitized condition",none
yaml,benchmark/dataset/files/config/settings.yaml,explain_config_relationships,sanitized,ai-evaluation/experiment/results/config-yaml/explain_config_relationships/sanitized.txt,5,5,5,5,5,5,none,"More granular taxonomy (defensible alternative); correctly non-merges encryption_key/session_key reasoning from names/types alone; no false merge/split",none
properties,benchmark/dataset/files/edge_cases/false_positives.properties,explain_code,original,ai-evaluation/experiment/results/edge_cases/explain_code/original.txt,5,5,5,5,N/A,N/A,none,"Accurate 3-part breakdown; honest hedging where a claimed word-collision isn't obvious rather than fabricating pattern match; sharp author question re comment/content 'key' mismatch",none
properties,benchmark/dataset/files/edge_cases/false_positives.properties,explain_code,sanitized,ai-evaluation/experiment/results/edge_cases/explain_code/sanitized.txt,5,5,5,5,5,N/A,none,"Same accurate structure; independently notices same comment/content 'key' mismatch; no placeholders to misunderstand (file identical to original)",none
properties,benchmark/dataset/files/edge_cases/false_positives.properties,identify_bug,original,ai-evaluation/experiment/results/edge_cases/identify_bug/original.txt,5,5,5,5,N/A,N/A,none,"No bug; timeout no unit, quoting inconsistency, username=admin fine as placeholder",none
properties,benchmark/dataset/files/edge_cases/false_positives.properties,identify_bug,sanitized,ai-evaluation/experiment/results/edge_cases/identify_bug/sanitized.txt,5,5,5,5,5,N/A,missed_sanitization_independent_issue,"No bug, verifies all 10 entries explicitly; new sectioning observation; misses original's timeout-unit note (byte-identical file, so trivially a response-level omission, not info-loss)",none
properties,benchmark/dataset/files/edge_cases/false_positives.properties,security_analysis,original,ai-evaluation/experiment/results/edge_cases/security_analysis/original.txt,5,5,5,5,N/A,N/A,none,"Correctly reports NO findings w/ explicit reasoning through every trap entry - ideal negative-control response",none
properties,benchmark/dataset/files/edge_cases/false_positives.properties,security_analysis,sanitized,ai-evaluation/experiment/results/edge_cases/security_analysis/sanitized.txt,5,5,5,5,5,N/A,none,"Same correct no-findings conclusion (expected, byte-identical input); explicitly states flagging any line would be a false positive",none
properties,benchmark/dataset/files/edge_cases/false_positives.properties,generate_unit_tests,original,ai-evaluation/experiment/results/edge_cases/generate_unit_tests/original.txt,5,5,5,5,N/A,N/A,environmental_deviation,"Correctly determines no testable logic; offers to test scrubber itself; contains flagged project-name deviation excluded from credit","High-confidence project-directory-name match (New-credential-scrubber); excluded from credit"
properties,benchmark/dataset/files/edge_cases/false_positives.properties,generate_unit_tests,sanitized,ai-evaluation/experiment/results/edge_cases/generate_unit_tests/sanitized.txt,5,5,5,5,5,N/A,environmental_deviation,"Same correct conclusion w/ concrete illustrative JUnit skeleton; contains MOST SEVERE deviation of entire experiment (project name + full absolute path), fully excluded from credit on every dimension","Most severe leak in experiment: project-directory-name AND full absolute filesystem path (D:\New-credential-scrubber); excluded from credit on every dimension"
properties,benchmark/dataset/files/edge_cases/false_positives.properties,suggest_refactoring,original,ai-evaluation/experiment/results/edge_cases/suggest_refactoring/original.txt,5,5,5,5,N/A,N/A,none,"Namespaces all 10 keys into server./app./metadata. groups; complete regrouping incl 4 benchmark-only fields",none
properties,benchmark/dataset/files/edge_cases/false_positives.properties,suggest_refactoring,sanitized,ai-evaluation/experiment/results/edge_cases/suggest_refactoring/sanitized.txt,5,3,5,4,5,N/A,none,"Same namespacing approach but delivered before/after code blocks regroup only 6 of 10 keys, omitting 4 benchmark-only fields despite discussing them in prose; byte-identical input rules out sanitization as cause; Completeness/Usefulness lowered to 3/4",none
properties,benchmark/dataset/files/edge_cases/false_positives.properties,explain_config_relationships,original,ai-evaluation/experiment/results/edge_cases/explain_config_relationships/original.txt,5,5,5,5,N/A,5,none,"Correctly groups timeout/port, environment/country, username/database; correctly leaves 4 trigger-word decoys as independent singletons w/ explicit reasoning - ideal negative-control relationship response",none
